Year,Rating,Diameter,Height
2005,1800,80,67
2005,1800,80,67
2005,1800,80,67
2005,1800,80,67
2005,1800,80,67
2005,1800,80,67
2005,1800,80,67
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2005,1800,80,80
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2018,3200,113,92.5
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2011,1500,77,80
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2012,2300,82,98
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2017,500,47,65
2019,3750,141,99
2019,3750,141,99
2019,3750,141,99
2019,3750,141,99
2015,2300,113,79.5
2015,2300,113,79.5
2015,2300,113,79.5
2015,2300,113,79.5
2015,2300,113,79.5
2015,2300,113,79.5
2015,2300,113,79.5
2015,2300,113,79.5
2015,2300,113,79.5
2015,2300,113,79.5
2012,2000,82,80
2012,2000,82,80
2014,2350,92,98
2015,2050,92.5,100
2015,2050,92.5,100
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2015,1600,82.5,80
2015,1600,82.5,80
2015,1600,82.5,80
2015,1600,82.5,80
2013,2000,82,98
2013,2000,82,98
2013,2300,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2300,82,98
2013,2300,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2000,82,98
2013,2300,82,98
2013,2000,82,98
2013,2000,82,98
2013,2300,82,98
2013,2300,82,98
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2016,3000,101,124
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2011,2300,101,80
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2018,3450,117,116.5
2015,2000,100,100
2015,2000,100,100
2015,1990,100,100
2015,1990,100,100
2015,1990,100,100
2015,1990,100,100
2018,2772,113,99.5
2018,2942,113,99.5
2018,2942,113,99.5
2018,2772,113,99.5
2018,2942,113,99.5
2018,2772,113,99.5
2018,3200,113,99.5
2018,3200,113,99.5
2018,3200,113,99.5
2018,2942,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,3200,113,99.5
2018,3200,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,3200,113,99.5
2018,2942,113,99.5
2018,3200,113,99.5
2018,3200,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,3200,113,99.5
2018,2772,113,99.5
2018,2772,113,99.5
2018,2942,113,99.5
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2010,2300,82,78
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2014,2300,101,80
2007,1800,80,60
2007,1800,80,60
2001,1800,80,78
1993,150,23,30
2004,750,51.5,75
2014,2000,92,100
2014,2000,92,100
2014,2000,92,100
2013,1990,100,95
2017,3000,114,100
2017,3000,114,100
2017,3000,114,100
2017,3000,114,100
2017,3000,114,100
2017,1600,92,98
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2016,2050,92,100
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2012,1500,82.5,80
2015,1900,82,78
2006,800,48,50
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2011,1800,90,80
2001,660,47,55
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2008,2300,93,80
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2013,1800,90,95
2016,2500,113,99.5
2016,2500,113,99.5
2016,2500,113,99.5
2016,2500,113,99.5
2016,1600,82.5,80
2016,1600,82.5,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2006,1500,77,80
2009,1650,82,80
2009,1650,82,80
2009,1650,82,80
2009,1650,82,80
2007,800,48,76
2007,800,48,76
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2005,1800,80,78
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,100,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2012,1800,90,95
2015,2300,92,85
2014,3000,92,90
2018,3000,92,90
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2011,1500,83,80
2008,1650,82,80
2008,1650,82,80
2008,1650,82,80
2008,1650,82,80
2008,1650,82,80
2008,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2011,1650,82,80
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2010,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2007,2000,82,78
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2015,2000,82,80
2015,2000,82,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,92,80
2015,2000,82,80
2016,2200,107,80
2016,2200,107,80
2016,2200,107,80
2016,2200,107,80
2016,2200,107,80
2016,2200,107,80
2016,2200,107,80
2016,2200,107,80
